,tweet_id,name,screen_name,retweet_count,text,mined_at,created_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
1858,1228618249002213376,World Health Organization (WHO),WHO,74,"@WHOWPRO @WHOSEARO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho Most childhood #cancers can be cured with generic medicines and other forms of treatments including surgery and radiotherapy https://t.co/K1YY5efbyY
#InternationalChildhoodCancerDay https://t.co/PKavdiam3q",2020-03-29 19:11:25.458581,2020-02-15 09:53:11.000000,158,"[{'text': 'cancers', 'indices': [73, 81]}, {'text': 'InternationalChildhoodCancerDay', 'indices': [207, 239]}]",49323,,Twitter Web App,None,None,None
1859,1228599626783232000,World Health Organization (WHO),WHO,82,"@WHOWPRO @WHOSEARO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho The most common categories of childhood #cancers include:

🔴 Leukemias
🔴 Brain cancers
🔴 Lymphomas
🔴 Solid tumours, such as neuroblastoma and Wilms tumour.

https://t.co/K1YY5efbyY #InternationalChildhoodCancerDay https://t.co/LFNg0BIeu4",2020-03-29 19:11:25.458584,2020-02-15 08:39:11.000000,175,"[{'text': 'cancers', 'indices': [98, 106]}, {'text': 'InternationalChildhoodCancerDay', 'indices': [239, 271]}]",49323,,Twitter Web App,None,None,None
1860,1228587672668639233,World Health Organization (WHO),WHO,383,"#Cancer is a leading cause of death for children and adolescents around the 🌎🌍🌏.

approximately 300,000 children aged 0 to 19 years old are diagnosed with cancer each year https://t.co/K1YY5efbyY

#InternationalChildhoodCancerDay https://t.co/0yvJoAVwYw",2020-03-29 19:11:25.458588,2020-02-15 07:51:41.000000,557,"[{'text': 'Cancer', 'indices': [0, 7]}, {'text': 'InternationalChildhoodCancerDay', 'indices': [197, 229]}]",49323,,Twitter Web App,None,None,None
1861,1228443207383605249,World Health Organization (WHO),WHO,283,"In view of the urgency of the #COVID19 outbreak, the international community is sharing knowledge and mobilizing to accelerate the development of interventions, incl. vaccines and therapeutics.

WHO Situation Reports 14 February 2020 https://t.co/sIEJViuJw5

#coronavirus https://t.co/vM1ObEHFel",2020-03-29 19:11:25.458591,2020-02-14 22:17:38.000000,478,"[{'text': 'COVID19', 'indices': [30, 38]}, {'text': 'coronavirus', 'indices': [259, 271]}]",49323,,Twitter for iPhone,None,None,None
1866,1228365909410156544,World Health Organization (WHO),WHO,51,"@UNAIDS @WHOWPRO @WHOSEARO @WHO_Europe @WHOAFRO @WHOEMRO @pahowho #Condoms, when used correctly and consistently, are safe and highly effective in: 
🤰🏽 preventing unwanted pregnancy 
🛡️ preventing sexually transmitted infections, including HIV

#ValentinesDay https://t.co/q7pCz4WbPP",2020-03-29 19:11:25.458608,2020-02-14 17:10:29.000000,114,"[{'text': 'Condoms', 'indices': [66, 74]}, {'text': 'ValentinesDay', 'indices': [245, 259]}]",49323,,Twitter Web App,None,None,None
1867,1228365164103323649,World Health Organization (WHO),WHO,37,"@UNAIDS @WHOWPRO @WHOSEARO @WHO_Europe @WHOAFRO @WHOEMRO @pahowho IF A #CONDOM BREAKS
Seek advice from your health care worker as soon as possible. Ask about emergency contraception, HIV prevention and sexually-transmitted infections testing.

#ValentinesDay https://t.co/brQjyInuHs",2020-03-29 19:11:25.458611,2020-02-14 17:07:31.000000,113,"[{'text': 'CONDOM', 'indices': [71, 78]}, {'text': 'ValentinesDay', 'indices': [244, 258]}]",49323,,Twitter Web App,None,None,None
1869,1228343625190387712,World Health Organization (WHO),WHO,33,@DrTedros The full briefing by @DrTedros on #COVID19 👇https://t.co/DVSdEqRWIU,2020-03-29 19:11:25.458617,2020-02-14 15:41:56.000000,49,"[{'text': 'COVID19', 'indices': [44, 52]}]",49323,,Twitter Web App,None,None,None
1870,1228340756970119171,World Health Organization (WHO),WHO,64,"@DrTedros ""Lastly, I want to say again, from my heart, that this is the time for solidarity, not stigma. There are worrying signs that the world is not hearing the call for unity &amp; standing in unison with those at the epicenter in 🇨🇳 who are saving lives &amp; alleviating suffering""-@DrTedros",2020-03-29 19:11:25.458620,2020-02-14 15:30:32.000000,159,[],49323,,Twitter Web App,None,None,None
1871,1228340577785274374,World Health Organization (WHO),WHO,29,"@DrTedros ""Today hundreds of passengers are disembarking and are en route to their home countries.
20 passengers who reported signs of illness have tested negative for the #COVID19 virus.
I hope that other countries will follow #Cambodia’s lead""-@DrTedros from #DRC 
https://t.co/Nkvn9vH8ck",2020-03-29 19:11:25.458624,2020-02-14 15:29:49.000000,69,"[{'text': 'COVID19', 'indices': [172, 180]}, {'text': 'Cambodia', 'indices': [228, 237]}, {'text': 'DRC', 'indices': [261, 265]}]",49323,,Twitter Web App,None,None,None
1872,1228340333135769604,World Health Organization (WHO),WHO,26,"@DrTedros ""I wish to thank #Cambodia for demonstrating to the world the meaning of solidarity. While other countries turned away the #Westerdam cruise ship, 🇰🇭 allowed it to dock""-@DrTedros from #DRC #COVID19 
https://t.co/xdZNulLIyU",2020-03-29 19:11:25.458627,2020-02-14 15:28:51.000000,62,"[{'text': 'Cambodia', 'indices': [27, 36]}, {'text': 'Westerdam', 'indices': [133, 143]}, {'text': 'DRC', 'indices': [195, 199]}, {'text': 'COVID19', 'indices': [200, 208]}]",49323,,Twitter Web App,None,None,None
1873,1228340061948780544,World Health Organization (WHO),WHO,13,"@DrTedros ""We’re working with our Chinese counterparts on these issues, and this is also part of the scope of work for the WHO-led joint mission with #China""-@DrTedros from #DRC #COVID19",2020-03-29 19:11:25.458631,2020-02-14 15:27:46.000000,35,"[{'text': 'China', 'indices': [150, 156]}, {'text': 'DRC', 'indices': [173, 177]}, {'text': 'COVID19', 'indices': [178, 186]}]",49323,,Twitter Web App,None,None,None
1874,1228339952095780870,World Health Organization (WHO),WHO,21,"@DrTedros ""Clearly this is an evolving picture. #HealthWorkers &amp; responders in #China are working with virtually no sleep in difficult conditions. But we need to ensure that we’re getting the most accurate data, as quickly as possible, to assist 🇨🇳 &amp; support the global response""-@DrTedros",2020-03-29 19:11:25.458634,2020-02-14 15:27:20.000000,56,"[{'text': 'HealthWorkers', 'indices': [48, 62]}, {'text': 'China', 'indices': [83, 89]}]",49323,,Twitter Web App,None,None,None
1875,1228339791500120064,World Health Organization (WHO),WHO,17,"@DrTedros ""It will be important to review which type of information is needed so that the world can use this window of opportunity to prepare health systems and workers for possible outbreaks""-@DrTedros from #DRC #COVID19",2020-03-29 19:11:25.458638,2020-02-14 15:26:42.000000,32,"[{'text': 'DRC', 'indices': [208, 212]}, {'text': 'COVID19', 'indices': [213, 221]}]",49323,,Twitter Web App,None,None,None
1876,1228339675644997632,World Health Organization (WHO),WHO,21,"""Particular attention will be paid to understanding the transmission of the virus, the severity of disease &amp; the impact of ongoing response measures""-@DrTedros from #DRC",2020-03-29 19:11:25.458641,2020-02-14 15:26:14.000000,40,"[{'text': 'DRC', 'indices': [169, 173]}]",49323,,Twitter Web App,None,None,None
1877,1228339674281922562,World Health Organization (WHO),WHO,23,"@DrTedros @Presidence_RDC @UN ""The goal of the joint mission is to rapidly inform the next steps in the #COVID19 response &amp; preparedness activities in #China &amp; globally""-@DrTedros from #DRC",2020-03-29 19:11:25.458645,2020-02-14 15:26:14.000000,39,"[{'text': 'COVID19', 'indices': [104, 112]}, {'text': 'China', 'indices': [155, 161]}, {'text': 'DRC', 'indices': [193, 197]}]",49323,,Twitter Web App,None,None,None
1878,1228339444371075074,World Health Organization (WHO),WHO,19,"@DrTedros @Presidence_RDC @UN ""The Joint Mission will include in-depth workshops, a data review with the principal ministries, meetings with key national-level institutions &amp; field visits in three provinces to understand the application &amp; impact of response activities at provincial &amp; county levels""-@DrTedros",2020-03-29 19:11:25.458648,2020-02-14 15:25:19.000000,30,[],49323,,Twitter Web App,None,None,None
1879,1228339166792028161,World Health Organization (WHO),WHO,41,"@DrTedros @Presidence_RDC @UN ""I’m glad to say that the WHO-led Joint Mission with 🇨🇳 on #COVID19 is moving forward. We expect the full team to touch down over the weekend. 
The mission consists of 12 international &amp; WHO experts &amp; a similar number of national expert counterparts from #China""-@DrTedros",2020-03-29 19:11:25.458651,2020-02-14 15:24:13.000000,66,"[{'text': 'COVID19', 'indices': [89, 97]}, {'text': 'China', 'indices': [293, 299]}]",49323,,Twitter Web App,None,None,None
1880,1228338877024391168,World Health Organization (WHO),WHO,25,"@DrTedros @Presidence_RDC @UN ""We have been in regular contact with suppliers, asking them to prioritize production and distribution of personal protective equipment to #healthworkers on the front lines. We are also in touch with Member States on this important issue""-@DrTedros #COVID19",2020-03-29 19:11:25.458655,2020-02-14 15:23:04.000000,34,"[{'text': 'healthworkers', 'indices': [169, 183]}, {'text': 'COVID19', 'indices': [279, 287]}]",49323,,Twitter Web App,None,None,None
1881,1228338745880956929,World Health Organization (WHO),WHO,30,"@DrTedros @Presidence_RDC @UN ""WHO guidelines have been developed for #healthworkers taking care of hospitalised adults and paediatric patients with acute infections. These guidelines have been made available to all countries""-@DrTedros #COVID19",2020-03-29 19:11:25.458658,2020-02-14 15:22:33.000000,38,"[{'text': 'healthworkers', 'indices': [70, 84]}, {'text': 'COVID19', 'indices': [237, 245]}]",49323,,Twitter Web App,None,None,None
1882,1228338643116417024,World Health Organization (WHO),WHO,18,"@DrTedros @Presidence_RDC @UN ""This is a critical piece of information, because #healthworkers are the glue that holds the health system &amp; outbreak response together. We need to know more about this figure, including the time period &amp; circumstances in which the health workers became sick-@DrTedros #COVID19",2020-03-29 19:11:25.458661,2020-02-14 15:22:08.000000,36,"[{'text': 'healthworkers', 'indices': [80, 94]}, {'text': 'COVID19', 'indices': [307, 315]}]",49323,,Twitter Web App,None,None,None
1883,1228338400757010432,World Health Organization (WHO),WHO,37,"@DrTedros @Presidence_RDC @UN ""The vice minister of the national health commission has said that as of Tuesday 1716 #healthworkers have been infected, and six have died""-@DrTedros from #DRC",2020-03-29 19:11:25.458664,2020-02-14 15:21:10.000000,40,"[{'text': 'healthworkers', 'indices': [116, 130]}, {'text': 'DRC', 'indices': [185, 189]}]",49323,,Twitter Web App,None,None,None
1884,1228338276756525056,World Health Organization (WHO),WHO,48,"@DrTedros @Presidence_RDC @UN CORRECTION: ""In total, there have been 1,381 deaths in #China, including 121 reported today. 

Outside China, there have been 505 cases in 24 countries and two deaths""-@DrTedros from #DRC",2020-03-29 19:11:25.458668,2020-02-14 15:20:41.000000,51,"[{'text': 'China', 'indices': [85, 91]}, {'text': 'DRC', 'indices': [213, 217]}]",49323,,Twitter Web App,None,None,None
1885,1228336691720658945,World Health Organization (WHO),WHO,35,"@DrTedros @Presidence_RDC @UN ""In total, there have been 1,381 deaths in #China, including 100 reported today. 

Outside China, there have been 505 cases in 24 countries and two deaths""-@DrTedros from #DRC",2020-03-29 19:11:25.458671,2020-02-14 15:14:23.000000,46,"[{'text': 'China', 'indices': [73, 79]}, {'text': 'DRC', 'indices': [201, 205]}]",49323,,Twitter Web App,None,None,None
1886,1228336376032190465,World Health Organization (WHO),WHO,43,"@DrTedros @Presidence_RDC @UN ""We are seeking further clarity on how clinical diagnosis is being made, to ensure other respiratory illnesses including influenza are not getting mixed into the #COVID19 data""-@DrTedros from #DRC",2020-03-29 19:11:25.458674,2020-02-14 15:13:08.000000,72,"[{'text': 'COVID19', 'indices': [192, 200]}, {'text': 'DRC', 'indices': [222, 226]}]",49323,,Twitter Web App,None,None,None
1887,1228336182351847425,World Health Organization (WHO),WHO,29,"@DrTedros @Presidence_RDC @UN ""As you know, #China has changed the way it reports data from Hubei province.

There are now a total of 47,505 laboratory-confirmed #COVID19 cases in China, and 16,427 cases that have been clinically-confirmed in Hubei province""-@DrTedros from #DRC",2020-03-29 19:11:25.458678,2020-02-14 15:12:21.000000,48,"[{'text': 'China', 'indices': [44, 50]}, {'text': 'COVID19', 'indices': [162, 170]}, {'text': 'DRC', 'indices': [274, 278]}]",49323,,Twitter Web App,None,None,None
1888,1228336025124134914,World Health Organization (WHO),WHO,27,"@DrTedros @Presidence_RDC @UN ""I am glad to say that countries around the world are in a better state of preparedness for #COVID19 than they were just a week ago, and WHO’s efforts to help countries boost their lab capacity continue""-@DrTedros from #DRC",2020-03-29 19:11:25.458681,2020-02-14 15:11:44.000000,59,"[{'text': 'COVID19', 'indices': [122, 130]}, {'text': 'DRC', 'indices': [249, 253]}]",49323,,Twitter Web App,None,None,None
1889,1228335902616965120,World Health Organization (WHO),WHO,26,"@DrTedros @Presidence_RDC @UN ""Whether it’s #Ebola or #COVID19, investing in preparedness is the smartest way to ensure disease outbreaks are identified and stopped quickly""-@DrTedros from #DRC",2020-03-29 19:11:25.458684,2020-02-14 15:11:15.000000,53,"[{'text': 'Ebola', 'indices': [44, 50]}, {'text': 'COVID19', 'indices': [54, 62]}, {'text': 'DRC', 'indices': [189, 193]}]",49323,,Twitter Web App,None,None,None
1890,1228335803773964288,World Health Organization (WHO),WHO,13,"@DrTedros @Presidence_RDC @UN ""But it is also vitally important that resources and attention focus on strengthening the country’s health system and bolstering preparedness""-@DrTedros from #DRC",2020-03-29 19:11:25.458687,2020-02-14 15:10:51.000000,38,"[{'text': 'DRC', 'indices': [188, 192]}]",49323,,Twitter Web App,None,None,None
1891,1228335743489183745,World Health Organization (WHO),WHO,19,"@DrTedros @Presidence_RDC @UN ""I have been impressed with the commitment of @Presidence_RDC &amp; his government to ending the #Ebola outbreak in eastern #DRC and I would like to urge the whole world to recommit to getting to zero Ebola cases""-@DrTedros",2020-03-29 19:11:25.458691,2020-02-14 15:10:37.000000,37,"[{'text': 'Ebola', 'indices': [127, 133]}, {'text': 'DRC', 'indices': [154, 158]}]",49323,,Twitter Web App,None,None,None
1892,1228335569845047297,World Health Organization (WHO),WHO,19,"@DrTedros ""I am speaking to you from 🇨🇩, where I have met with @Presidence_RDC, ministers, @UN colleagues &amp; partners to review the impressive progress that has been made to end #Ebola &amp; to talk about future plans to ensure that everyone in 🇨🇩 can access quality health services""-@DrTedros",2020-03-29 19:11:25.458694,2020-02-14 15:09:55.000000,47,"[{'text': 'Ebola', 'indices': [181, 187]}]",49323,,Twitter Web App,None,None,None
1893,1228334921401323520,World Health Organization (WHO),WHO,494,Daily media briefing on #COVID19 with @DrTedros. #coronavirus https://t.co/gjUCjZjJ4N,2020-03-29 19:11:25.458715,2020-02-14 15:07:21.000000,739,"[{'text': 'COVID19', 'indices': [24, 32]}, {'text': 'coronavirus', 'indices': [49, 61]}]",49323,,Periscope,None,None,None
1894,1228323641546420225,World Health Organization (WHO),WHO,55,"#ValentinesDay can be difficult for some people. 

Reach out to people you care about who may be feeling lonely and check if they are OK. #LetsTalk https://t.co/UGBPQTxzZg",2020-03-29 19:11:25.458718,2020-02-14 14:22:31.000000,148,"[{'text': 'ValentinesDay', 'indices': [0, 14]}, {'text': 'LetsTalk', 'indices': [138, 147]}]",49323,,Twitter for iPhone,None,None,None
